complaint_id,title,description,department,priority,severity_score,fraud_score,is_duplicate,latitude,longitude,status,created_at
C03662,Unsafe area,Unsafe area. Attention red direction type soldier oil game accept ok she learn.,Public Safety,High,69,47,False,17.28650033,78.39800918,Closed,2025-06-13 08:52:51
C03663,Illegal parking,Illegal parking. Security meet occur someone attack enough cultural building he health country establish staff parent rest.,Traffic,Critical,87,98,False,17.25111853,78.49813773,Assigned,2025-06-04 08:52:51
C03664,Illegal parking,Illegal parking. Family activity range themselves dinner provide address.,Traffic,Low,23,1,False,17.40400035,78.56007863,Assigned,2026-03-14 08:52:51
C03665,Pipeline burst,Pipeline burst. Change however seek by old bring war others reflect author find attention.,Water Supply,Medium,27,94,False,17.37760621,78.56801233,In Progress,2025-10-12 08:52:51
C03666,Pothole on road,Pothole on road. Glass able song never speak seat street ground nothing federal thank task picture.,Roads,Medium,37,70,False,17.43598894,78.47789174,Resolved,2025-10-17 08:52:51
C03667,Pipeline burst,Pipeline burst. Produce part political letter simple artist across us back away author next.,Water Supply,Medium,29,59,False,17.36300123,78.57072143,Assigned,2025-10-28 08:52:51
C03668,Drain blockage,Drain blockage. By stuff piece agent nature role describe section exactly include thing wish direction despite.,Drainage,High,71,3,False,17.46706058,78.39461999,Assigned,2026-04-07 08:52:51
C03669,Abandoned vehicle,Abandoned vehicle. Over second pass up medical adult bank adult apply hour result.,Public Safety,Low,22,99,False,17.24644793,78.51242713,Pending,2026-04-25 08:52:51
C03670,Unsafe area,Unsafe area. Maybe wear campaign number blue get lose share raise base sport movie.,Public Safety,High,72,90,False,17.3691734,78.48664746,Resolved,2025-07-24 08:52:51
C03671,Street light not working,Street light not working. Agency however from member upon ten list city those set instead first.,Electrical,High,52,78,True,17.31594082,78.51546276,In Progress,2025-09-01 08:52:51
C03672,Illegal parking,Illegal parking. Think I marriage it different Democrat situation kitchen read fill understand catch guy page heart author.,Traffic,High,97,62,False,17.50276908,78.3765809,Assigned,2025-07-19 08:52:51
C03673,Road crack,Road crack. Common situation parent study treatment board respond who describe million firm some same page subject.,Roads,Medium,46,94,False,17.46408154,78.46352433,Pending,2026-05-18 08:52:51
C03674,Broken bench,Broken bench. Yourself reality agent really power nor staff kind cover.,Parks,Low,7,3,False,17.35426795,78.50097464,Assigned,2026-01-25 08:52:51
C03675,Loose electric wire,Loose electric wire. Total society professor season suggest land hour focus economic do special remain can pattern.,Electrical,Critical,100,94,False,17.51486241,78.41856724,Assigned,2025-07-19 08:52:51
C03676,Overflowing waste bins,Overflowing waste bins. Herself reason structure billion remember my hear.,Sanitation,High,55,47,False,17.35206295,78.52438374,Resolved,2025-11-23 08:52:51
C03677,Sewage overflow,Sewage overflow. Trouble just understand keep western together probably whose general.,Drainage,Low,25,65,False,17.28391305,78.39687498,Assigned,2025-06-30 08:52:51
C03678,Power outage,Power outage. Without off question gun surface every meet state education woman since impact understand.,Electrical,Critical,100,89,False,17.31455887,78.48011793,Pending,2026-03-28 08:52:51
C03679,Broken bench,Broken bench. Chair president administration government push away day question blood figure get by.,Parks,Low,21,2,False,17.32386016,78.55834652,Assigned,2026-03-03 08:52:51
C03680,No water supply,No water supply. Pay should bar treat out weight tend out fine shake week usually whatever yourself surface.,Water Supply,High,90,54,False,17.38645574,78.4356031,Closed,2025-10-02 08:52:51
C03681,Traffic signal failure,Traffic signal failure. Voice sport be all white trouble common adult.,Traffic,Medium,41,69,False,17.37435609,78.42189914,Assigned,2026-01-21 08:52:51
C03682,Damaged playground,Damaged playground. Explain case much admit a much central blood become.,Parks,Low,22,34,False,17.32519609,78.42010522,Resolved,2025-12-11 08:52:51
C03683,No water supply,No water supply. Police international a well collection southern cold institution begin too under weight their indicate.,Water Supply,High,73,34,False,17.39820165,78.59058753,Assigned,2026-02-28 08:52:51
C03684,Damaged playground,Damaged playground. Occur increase away especially parent need sea.,Parks,Low,12,83,False,17.29645005,78.34325692,Closed,2025-11-09 08:52:51
C03685,Park maintenance issue,Park maintenance issue. Billion us several program discussion blood course although century painting likely probably street.,Parks,Critical,91,74,True,17.36807398,78.39983321,Pending,2025-06-07 08:52:51
C03686,Pothole on road,Pothole on road. Eye ground visit think beautiful stuff water rich similar accept fall page.,Roads,Medium,43,72,False,17.35768749,78.44749292,In Progress,2025-11-12 08:52:51
C03687,Sewage overflow,Sewage overflow. Class ago standard culture it beyond kitchen event who positive develop population.,Drainage,Critical,89,28,False,17.27088783,78.52736215,Closed,2025-12-26 08:52:51
C03688,Drain blockage,Drain blockage. Official prove social production statement talk middle nearly concern card movement.,Drainage,Critical,98,68,False,17.49853427,78.38379751,Resolved,2025-10-03 08:52:51
C03689,Damaged playground,Damaged playground. Manage good of affect hour cut best like short better woman.,Parks,Medium,33,96,False,17.30088915,78.43658272,Pending,2025-10-04 08:52:51
C03690,Waterlogging,Waterlogging. View within sound wide night gun defense open establish certain glass very your.,Drainage,Low,16,5,False,17.40000584,78.38381421,In Progress,2026-02-04 08:52:51
C03691,Road crack,Road crack. Tough role indicate across without letter he single.,Roads,High,76,49,False,17.4919509,78.5228259,Closed,2025-10-09 08:52:51
C03692,Damaged pavement,Damaged pavement. Forget method score own start home letter Mrs role hot.,Roads,High,64,89,False,17.47953892,78.38393428,Resolved,2026-05-30 08:52:51
C03693,Loose electric wire,Loose electric wire. Good window dream really fund age Democrat camera better certain prove future hundred.,Electrical,High,74,89,False,17.52427249,78.52778928,Assigned,2025-08-01 08:52:51
C03694,Pothole on road,Pothole on road. Management rule their movie focus information institution believe in upon.,Roads,Medium,28,13,False,17.30981687,78.43570146,Resolved,2025-12-02 08:52:51
C03695,Damaged pavement,Damaged pavement. Question majority similar myself American who general between seem light hundred.,Roads,Medium,50,100,False,17.5216052,78.60605963,Pending,2026-02-18 08:52:51
C03696,Traffic congestion,Traffic congestion. Company out task citizen ok watch tell nation.,Traffic,High,93,83,False,17.32335036,78.41814623,In Progress,2025-07-03 08:52:51
C03697,Public nuisance,Public nuisance. Coach on long court believe throughout participant idea system institution compare.,Public Safety,Medium,39,82,False,17.23918812,78.50481325,Closed,2026-03-11 08:52:51
C03698,Illegal parking,Illegal parking. Add throughout actually arrive travel his the them drop.,Traffic,High,92,27,False,17.40908072,78.39114682,Closed,2026-05-14 08:52:51
C03699,Sewage overflow,Sewage overflow. Such public happen market cultural mouth prepare federal compare word right not describe bank.,Drainage,Low,5,63,False,17.52430741,78.36380004,In Progress,2025-07-28 08:52:51
C03700,Public nuisance,Public nuisance. Speech take learn send nature most station hair scientist them nothing modern discuss.,Public Safety,High,57,33,False,17.24640301,78.61752761,Pending,2025-12-29 08:52:51
C03701,Garbage not collected,Garbage not collected. Child series get democratic force pay home.,Sanitation,Medium,36,11,False,17.48173052,78.57490179,Resolved,2025-08-31 08:52:51
C03702,Garbage not collected,Garbage not collected. Agreement player institution mother church style of north soldier mouth series be foot.,Sanitation,High,52,40,False,17.45094055,78.4756468,Assigned,2026-01-16 08:52:51
C03703,Street light not working,Street light not working. Production box still only executive class financial force address wear sit cold box course director six.,Electrical,Medium,39,95,False,17.5204269,78.381384,Assigned,2025-10-15 08:52:51
C03704,Traffic congestion,Traffic congestion. Around message radio dark someone significant myself outside million beat general draw great sound.,Traffic,Medium,32,23,False,17.4608053,78.53550073,Resolved,2025-09-02 08:52:51
C03705,Power outage,Power outage. Policy senior this inside consumer through two nearly.,Electrical,High,70,97,False,17.34054043,78.60456679,Pending,2026-05-10 08:52:51
C03706,Waterlogging,Waterlogging. Role why notice result attention or far around draw business to discover.,Drainage,Low,20,12,False,17.50491408,78.60821138,Assigned,2025-10-18 08:52:51
C03707,No water supply,No water supply. Admit method small determine prove pay likely until each suddenly one size southern many hope.,Water Supply,Medium,50,93,False,17.35494096,78.40826986,In Progress,2026-02-17 08:52:51
C03708,Garbage not collected,Garbage not collected. Bit watch ok work while skill trial any soldier moment.,Sanitation,High,58,36,False,17.49755291,78.51740658,Resolved,2025-11-15 08:52:51
C03709,Damaged pavement,Damaged pavement. Home nearly ago week large set never both seven.,Roads,Critical,92,60,False,17.28416659,78.57348253,Resolved,2025-07-08 08:52:51
C03710,Traffic signal failure,Traffic signal failure. Foreign language Democrat establish hear various song.,Traffic,Medium,39,94,False,17.49573691,78.54515388,Pending,2025-06-05 08:52:51
C03711,Street light not working,Street light not working. Finish out either the yeah thus choice quality crime despite whole possible way major foot.,Electrical,Low,15,58,False,17.24029875,78.60022705,Closed,2025-07-26 08:52:51
C03712,Loose electric wire,Loose electric wire. Heart hundred boy real economic me yard class economy leave gas analysis third.,Electrical,Medium,35,60,False,17.41757103,78.50842287,Closed,2025-07-21 08:52:51
C03713,Trash accumulation,Trash accumulation. Future change police really out relate eat great again.,Sanitation,High,53,42,False,17.4102978,78.38364051,Pending,2026-02-26 08:52:51
C03714,Street light not working,Street light not working. Attention around skin vote value he themselves drop ask example maintain order worry stock.,Electrical,High,71,65,False,17.33963512,78.48720714,Pending,2025-08-19 08:52:51
C03715,Loose electric wire,Loose electric wire. Should point set score economic left people certain generation important.,Electrical,High,60,26,False,17.33164433,78.40650645,Resolved,2026-02-06 08:52:51
C03716,Drain blockage,Drain blockage. Oil two strategy shoulder assume fall garden mention either matter cost carry.,Drainage,Low,19,45,False,17.40665094,78.46755979,In Progress,2025-08-08 08:52:51
C03717,Broken bench,Broken bench. Eat response commercial north especially product phone.,Parks,High,56,92,False,17.30045933,78.56869054,Assigned,2025-11-21 08:52:51
C03718,Sewage overflow,Sewage overflow. Challenge night image special or apply nature.,Drainage,Medium,38,40,False,17.52668056,78.40704576,Closed,2025-07-08 08:52:51
C03719,Unsafe area,Unsafe area. Election little though read stage add charge heavy for especially if base wish player health door.,Public Safety,High,89,31,False,17.42481388,78.40664945,Resolved,2026-03-26 08:52:51
C03720,Public nuisance,Public nuisance. Individual southern will senior concern reach ever purpose government still.,Public Safety,Low,11,51,True,17.31588519,78.35115777,Resolved,2026-03-20 08:52:51
C03721,Pipeline burst,Pipeline burst. Budget already central college project wait method to give.,Water Supply,Low,14,55,True,17.45405357,78.47444902,Resolved,2025-07-24 08:52:51
C03722,Sewage overflow,Sewage overflow. Move green director feel stuff age magazine rule push.,Drainage,Critical,90,39,True,17.24270045,78.36116631,Resolved,2026-05-11 08:52:51
C03723,Overflowing waste bins,Overflowing waste bins. Most itself might TV forward its student four list college discussion collection.,Sanitation,High,60,50,False,17.44758143,78.6202911,Closed,2025-06-27 08:52:51
C03724,Drain blockage,Drain blockage. Local film environmental prepare stuff catch ready another work stay Congress catch window significant.,Drainage,Medium,32,62,False,17.42389404,78.56121363,Assigned,2025-07-11 08:52:51
C03725,Damaged pavement,Damaged pavement. West prove hear kid share upon laugh charge.,Roads,Low,12,15,False,17.31483687,78.55167667,In Progress,2025-11-23 08:52:51
C03726,Abandoned vehicle,Abandoned vehicle. Everything agent individual hour girl marriage find too compare ever through current such.,Public Safety,High,63,12,False,17.30949029,78.5896219,Pending,2025-06-17 08:52:51
C03727,Pipeline burst,Pipeline burst. Rock direction significant reality walk believe measure hot allow picture.,Water Supply,High,56,9,False,17.27483133,78.34369053,Closed,2026-03-19 08:52:51
C03728,Traffic signal failure,Traffic signal failure. Season bill care goal Republican nice report arrive central town air such.,Traffic,Low,12,64,False,17.24252084,78.49812733,Assigned,2025-09-01 08:52:51
C03729,Abandoned vehicle,Abandoned vehicle. Ability site south around tree first anything pick then message.,Public Safety,Low,3,63,False,17.49268655,78.55720669,In Progress,2026-03-01 08:52:51
C03730,Traffic signal failure,Traffic signal failure. Television tend face practice whom short test.,Traffic,Medium,30,3,False,17.46983058,78.53465908,In Progress,2025-08-21 08:52:51
C03731,Waterlogging,Waterlogging. Point less ask figure total they plan school treatment head figure mention song others discuss.,Drainage,Medium,34,79,False,17.44111208,78.5878499,In Progress,2025-11-27 08:52:51
C03732,Power outage,Power outage. Interesting system western finish measure one pretty feeling.,Electrical,Low,17,10,False,17.47239941,78.4194815,In Progress,2026-05-31 08:52:51
C03733,Trash accumulation,Trash accumulation. Stock drug campaign over stage maintain fear music read effect it thousand few American.,Sanitation,High,90,41,True,17.43156031,78.39355333,Assigned,2025-10-16 08:52:51
C03734,Broken bench,Broken bench. Western deal arm add director off foreign indicate create although product pattern your senior any cut.,Parks,Low,11,69,False,17.51431059,78.3986937,Resolved,2025-08-30 08:52:51
C03735,Loose electric wire,Loose electric wire. System then idea her what mention wear down.,Electrical,High,57,28,False,17.50530581,78.37206991,In Progress,2025-09-28 08:52:51
C03736,Overflowing waste bins,Overflowing waste bins. Score economy quite method language wrong Mr herself.,Sanitation,Medium,44,25,False,17.49891238,78.35218895,Closed,2026-01-06 08:52:51
C03737,Loose electric wire,Loose electric wire. Resource establish space none speech form whether yourself out deep include.,Electrical,Medium,28,82,False,17.46005371,78.59757512,Assigned,2025-12-29 08:52:51
C03738,Park maintenance issue,Park maintenance issue. They city ever responsibility successful meet TV recent power compare difficult have together effect.,Parks,Critical,82,8,True,17.24138247,78.4603085,Resolved,2025-11-16 08:52:51
C03739,Traffic congestion,Traffic congestion. Per state sell project model miss build check explain film health attorney.,Traffic,Low,20,49,False,17.43781443,78.61583313,Assigned,2026-02-06 08:52:51
C03740,Traffic signal failure,Traffic signal failure. Hit system prepare point cut look late country or act know from.,Traffic,High,57,78,False,17.42539513,78.44080151,Closed,2026-03-20 08:52:51
C03741,Park maintenance issue,Park maintenance issue. Art want cover his out someone improve order because.,Parks,Critical,93,2,False,17.32346444,78.5817722,In Progress,2026-01-21 08:52:51
C03742,Water leakage,Water leakage. Part describe practice current realize heart should defense read account act.,Water Supply,Medium,30,29,False,17.35722192,78.36078918,Pending,2026-03-22 08:52:51
C03743,Park maintenance issue,Park maintenance issue. Perform must teach agency throw team expert message society four become.,Parks,Critical,97,66,False,17.28752054,78.58356508,Closed,2025-12-05 08:52:51
C03744,Unsafe area,Unsafe area. Fish near month space seat word stage sort star agency western side change police interesting skill.,Public Safety,High,55,14,False,17.42902446,78.52486438,In Progress,2025-10-03 08:52:51
C03745,Sewage overflow,Sewage overflow. Traditional admit care dream involve ever tax case act.,Drainage,Medium,40,54,False,17.31404986,78.62117254,Resolved,2025-09-01 08:52:51
C03746,Traffic congestion,Traffic congestion. International thank result race guy employee west kitchen art.,Traffic,Medium,40,28,False,17.34016029,78.50336139,Resolved,2025-11-03 08:52:51
C03747,Overflowing waste bins,Overflowing waste bins. Name would treatment set moment themselves organization actually public stuff seat assume poor seem movie.,Sanitation,Low,20,23,False,17.52344123,78.47790066,Closed,2025-09-23 08:52:51
C03748,Overflowing waste bins,Overflowing waste bins. Camera risk traditional market recognize next already require everybody born pull.,Sanitation,High,67,88,False,17.53492367,78.45614804,In Progress,2026-05-08 08:52:51
C03749,Waterlogging,Waterlogging. Per imagine heart million his everybody couple.,Drainage,High,63,49,False,17.24072811,78.52338503,Pending,2025-08-28 08:52:51
C03750,Pipeline burst,Pipeline burst. Result professor enjoy issue step attorney agree sound employee respond democratic ready night wall.,Water Supply,Medium,27,84,False,17.2382489,78.37208248,Pending,2025-09-21 08:52:51
C03751,Traffic signal failure,Traffic signal failure. Hour accept every rather shoulder activity more expect bag watch glass.,Traffic,High,95,15,False,17.47468863,78.36144648,Closed,2025-10-03 08:52:51
C03752,Road crack,Road crack. Near west accept real we threat week subject hit condition see actually recent respond.,Roads,High,86,83,False,17.39626519,78.35340289,Resolved,2025-07-12 08:52:51
C03753,Traffic signal failure,Traffic signal failure. Bar challenge teach election go myself speak himself compare especially rise those we fund.,Traffic,High,70,100,False,17.39235841,78.46053891,Assigned,2026-04-22 08:52:51
C03754,Drain blockage,Drain blockage. Wife activity before budget cut if rest teach this find on suffer artist artist guess impact.,Drainage,Medium,46,8,False,17.45777431,78.5932962,Pending,2026-03-20 08:52:51
C03755,Traffic signal failure,Traffic signal failure. Could save about expert significant somebody appear range former.,Traffic,High,59,18,False,17.4450779,78.58471341,In Progress,2025-07-16 08:52:51
C03756,Sewage overflow,Sewage overflow. Girl too rate agree everyone information indeed chance note step able.,Drainage,High,79,99,False,17.35473584,78.60428322,Assigned,2025-09-04 08:52:51
C03757,Unsafe area,Unsafe area. Share well then determine develop away reveal billion office.,Public Safety,Low,3,54,False,17.38990551,78.56600977,In Progress,2025-07-21 08:52:51
C03758,Illegal parking,Illegal parking. Process everything for case old heavy report hard now outside cause second.,Traffic,Low,6,46,False,17.38834546,78.63217955,Assigned,2026-04-12 08:52:51
C03759,No water supply,No water supply. Feeling leave realize material identify nor what certainly.,Water Supply,High,65,7,False,17.42457975,78.46665918,In Progress,2025-07-11 08:52:51
C03760,Traffic congestion,Traffic congestion. May also agree gas child charge technology political less institution.,Traffic,High,74,59,False,17.3689335,78.50684808,Pending,2026-01-07 08:52:51
C03761,Water leakage,Water leakage. Them hotel officer major maybe foot admit least.,Water Supply,High,80,31,False,17.4016191,78.37249256,Assigned,2026-04-28 08:52:51
C03762,Garbage not collected,Garbage not collected. Interesting among party test director prevent present good anything cut region.,Sanitation,High,97,18,False,17.45614022,78.49252259,Closed,2025-06-23 08:52:51
C03763,Trash accumulation,Trash accumulation. Degree move Republican mission keep town respond yeah technology trade.,Sanitation,High,85,59,False,17.51711591,78.36260724,In Progress,2026-01-23 08:52:51
C03764,Traffic signal failure,Traffic signal failure. Write sure president radio turn argue government father avoid.,Traffic,Low,9,15,True,17.37421274,78.39420812,In Progress,2025-08-07 08:52:51
C03765,Traffic signal failure,Traffic signal failure. Moment glass usually camera citizen bill short line.,Traffic,High,70,19,False,17.47524799,78.51906413,In Progress,2025-08-30 08:52:51
C03766,Overflowing waste bins,Overflowing waste bins. Yourself claim since economy never character to available painting fish level federal mention road resource.,Sanitation,Low,11,51,False,17.49756181,78.60708478,Assigned,2025-11-18 08:52:51
C03767,Power outage,Power outage. Next message senior guy economy religious down occur job environment reflect sell last enjoy.,Electrical,Low,2,31,False,17.29098371,78.54239694,Closed,2025-12-31 08:52:51
C03768,Traffic signal failure,Traffic signal failure. Consumer reflect chair chance somebody behind money.,Traffic,High,57,45,False,17.45650934,78.47675176,In Progress,2026-03-10 08:52:51
C03769,Damaged pavement,Damaged pavement. Tv size identify hit really picture hair season catch sure.,Roads,Low,16,92,False,17.31212908,78.56103403,Closed,2026-02-03 08:52:51
C03770,Traffic congestion,Traffic congestion. Relationship country truth first minute expect high through but summer next affect day production wall seem.,Traffic,Medium,43,55,True,17.40292356,78.34154973,Resolved,2026-03-21 08:52:51
C03771,Damaged pavement,Damaged pavement. Science family guy central list traditional member increase do cup seven artist between plant.,Roads,High,68,62,False,17.33595132,78.62161607,Pending,2025-07-27 08:52:51
C03772,Park maintenance issue,Park maintenance issue. Whole hotel city measure its office admit structure place.,Parks,Medium,26,85,False,17.36803748,78.35092995,Closed,2025-08-14 08:52:51
C03773,Street light not working,Street light not working. Table option suddenly fish and visit player.,Electrical,Low,10,99,False,17.52098552,78.38243231,Pending,2026-04-27 08:52:51
C03774,Overflowing waste bins,Overflowing waste bins. Religious PM inside reach speech put research modern sound reflect look door safe.,Sanitation,High,83,35,False,17.49596063,78.46602625,In Progress,2025-07-20 08:52:51
C03775,Overflowing waste bins,Overflowing waste bins. City especially field term major structure everyone catch figure discuss eat rule these north task opportunity.,Sanitation,Critical,86,49,False,17.27113906,78.57401711,In Progress,2025-11-19 08:52:51
C03776,Trash accumulation,Trash accumulation. Above wide five policy listen too bill west threat project hand maybe free occur.,Sanitation,High,85,90,False,17.42644098,78.44067188,In Progress,2026-01-02 08:52:51
C03777,Pothole on road,Pothole on road. Across speak tax military attention play baby their free art rate race space.,Roads,Medium,38,60,False,17.44976896,78.47474091,Resolved,2025-07-27 08:52:51
C03778,Road crack,Road crack. Various clear economic center staff too too method turn.,Roads,Medium,31,31,False,17.49477955,78.36342409,Closed,2026-04-08 08:52:51
C03779,Illegal parking,Illegal parking. On happen because start per glass rock good significant performance.,Traffic,High,59,14,False,17.39360459,78.43916251,Assigned,2026-01-17 08:52:51
C03780,Traffic congestion,Traffic congestion. Imagine attention personal guy wonder similar environment manage question enjoy add free.,Traffic,Medium,43,0,False,17.26559736,78.63269342,Resolved,2025-09-19 08:52:51
C03781,Loose electric wire,Loose electric wire. Key soldier several summer inside between realize report learn check physical choose drop authority blood.,Electrical,High,92,49,False,17.25269983,78.35162348,Closed,2026-01-01 08:52:51
C03782,Pipeline burst,Pipeline burst. Operation yes group recently face rule nor pretty movement.,Water Supply,High,99,77,False,17.3294184,78.38947134,In Progress,2025-11-01 08:52:51
C03783,Trash accumulation,Trash accumulation. Husband describe trade strong walk car kid a talk establish time success price pull allow.,Sanitation,High,95,54,False,17.5104876,78.60388984,In Progress,2025-08-16 08:52:51
C03784,Water leakage,Water leakage. Hair else concern population describe foot always strong science simple whole plan remember here some.,Water Supply,Low,0,15,False,17.47691308,78.55007429,Assigned,2026-05-10 08:52:51
C03785,Damaged pavement,Damaged pavement. Realize across just leg half style enjoy physical man.,Roads,Low,9,45,False,17.33385644,78.46335828,Closed,2025-06-07 08:52:51
C03786,Park maintenance issue,Park maintenance issue. Executive me matter improve local color history possible name avoid.,Parks,High,63,82,False,17.27661815,78.47265756,Closed,2026-01-17 08:52:51
C03787,Broken bench,Broken bench. Free travel coach little with any official hold outside information process.,Parks,Low,22,6,False,17.43420932,78.62931848,In Progress,2025-08-16 08:52:51
C03788,Public nuisance,Public nuisance. Fight wife recognize audience total firm financial rock security nothing.,Public Safety,Low,20,88,False,17.31230395,78.34342346,Resolved,2025-10-25 08:52:51
C03789,Unsafe area,Unsafe area. Third room result character pretty room west scientist bill people face water.,Public Safety,Medium,28,4,False,17.27157068,78.47481525,Resolved,2026-03-07 08:52:51
C03790,Traffic signal failure,Traffic signal failure. Skin capital law international onto friend but point approach must stock.,Traffic,Low,3,81,False,17.28305205,78.42246052,Resolved,2025-06-11 08:52:51
C03791,Water leakage,Water leakage. Hair section nature government hold situation evidence perhaps hand single increase.,Water Supply,Critical,89,95,False,17.30808572,78.41578478,In Progress,2026-05-31 08:52:51
C03792,Loose electric wire,Loose electric wire. Among join short pattern understand develop sit clearly within ever hospital entire effect nearly last another.,Electrical,Low,8,45,False,17.25903999,78.34150611,Assigned,2026-01-16 08:52:51
C03793,Loose electric wire,Loose electric wire. Point ever wrong attorney attention expert doctor former suffer behind camera time general guy middle.,Electrical,High,54,5,False,17.2898809,78.42934227,In Progress,2025-12-05 08:52:51
C03794,Drain blockage,Drain blockage. Network participant its then point past participant list behavior.,Drainage,Critical,87,73,False,17.29694117,78.49692887,Pending,2026-01-19 08:52:51
C03795,Loose electric wire,Loose electric wire. Fear soldier weight stage art natural result by.,Electrical,Low,5,80,False,17.43982178,78.35350731,Resolved,2025-06-24 08:52:51
C03796,Trash accumulation,Trash accumulation. Never nice name Republican stuff attention party reflect lead believe possible election.,Sanitation,Medium,36,63,False,17.23715708,78.37268024,Pending,2025-09-29 08:52:51
C03797,Illegal parking,Illegal parking. Long court successful hard six arm give agreement keep.,Traffic,Medium,48,88,True,17.30215503,78.4387037,In Progress,2026-02-10 08:52:51
C03798,Illegal parking,Illegal parking. Since national sign third charge open late deep kind soon here.,Traffic,High,77,82,False,17.35749719,78.52382082,Pending,2026-02-12 08:52:51
C03799,Drain blockage,Drain blockage. Up not truth magazine staff challenge although appear.,Drainage,Critical,98,26,False,17.50418901,78.55730398,Closed,2025-10-27 08:52:51
C03800,Trash accumulation,Trash accumulation. Fly listen drug hope page soon Mrs oil what near because system town.,Sanitation,High,89,96,False,17.3695353,78.5353172,In Progress,2025-08-21 08:52:51
C03801,No water supply,No water supply. Argue quite yet high decide upon finish major lawyer analysis program himself seem forget.,Water Supply,Critical,97,80,False,17.32881724,78.58702279,Pending,2026-01-15 08:52:51
C03802,No water supply,No water supply. Analysis seek claim issue ok seek give knowledge study apply training enter deal mind argue.,Water Supply,Medium,31,27,False,17.25032367,78.35887706,Assigned,2025-06-16 08:52:51
C03803,Water leakage,Water leakage. Read structure eight main ability glass say professional walk road assume.,Water Supply,Low,6,34,False,17.44359567,78.36771464,Pending,2025-12-12 08:52:51
C03804,Street light not working,Street light not working. Foreign yet hour use create last serve institution later chair conference bar each.,Electrical,High,67,100,False,17.42578844,78.38873374,Resolved,2026-02-12 08:52:51
C03805,Pipeline burst,Pipeline burst. Forward true conference rule purpose watch main need.,Water Supply,High,73,77,False,17.27791413,78.38316379,Closed,2026-01-19 08:52:51
C03806,Public nuisance,Public nuisance. Around difference hit once remain simply water try east appear increase camera set night.,Public Safety,High,59,77,False,17.41357334,78.57772249,Assigned,2025-06-24 08:52:51
C03807,Sewage overflow,Sewage overflow. However media certainly though thus example major I.,Drainage,High,65,76,False,17.24046784,78.4212897,Pending,2025-11-25 08:52:51
C03808,Water leakage,Water leakage. Wear writer beyond staff night include give surface walk food.,Water Supply,Low,7,10,False,17.43606005,78.4081636,Assigned,2026-02-17 08:52:51
C03809,Power outage,Power outage. Deep mouth sound why war character find join.,Electrical,Critical,88,26,False,17.52425716,78.53732998,Pending,2026-01-24 08:52:51
C03810,Garbage not collected,Garbage not collected. Everything paper home born themselves opportunity medical something year clearly study.,Sanitation,Medium,39,98,False,17.4515522,78.54719366,Assigned,2025-12-01 08:52:51
C03811,Park maintenance issue,Park maintenance issue. Some TV management have meet him nor true technology own question own property.,Parks,Low,12,34,False,17.32223372,78.35568934,Assigned,2026-04-30 08:52:51
C03812,Park maintenance issue,Park maintenance issue. Return less some let summer cause management like TV per like dream effect change history.,Parks,High,77,54,False,17.52866612,78.56006251,Resolved,2026-02-26 08:52:51
C03813,Sewage overflow,Sewage overflow. Sound century else natural vote send who hair.,Drainage,High,62,30,False,17.41497254,78.47734659,In Progress,2026-02-12 08:52:51
C03814,Garbage not collected,Garbage not collected. Camera significant stop election third hear save specific week clearly first budget go interest realize student.,Sanitation,High,56,86,False,17.28413594,78.39026888,Assigned,2025-07-16 08:52:51
C03815,Overflowing waste bins,Overflowing waste bins. Enter author plant along spend but news remember produce state image fish consider crime him game.,Sanitation,High,94,9,False,17.38008395,78.47540708,Assigned,2025-08-05 08:52:51
C03816,Abandoned vehicle,Abandoned vehicle. Front when free indicate similar market for.,Public Safety,High,60,89,False,17.47480681,78.38126799,Assigned,2026-05-15 08:52:51
C03817,Trash accumulation,Trash accumulation. Throughout college itself high deep huge opportunity myself everything the both.,Sanitation,High,73,29,False,17.32999758,78.4712708,Assigned,2026-01-31 08:52:51
C03818,Damaged pavement,Damaged pavement. Choose both provide paper run class notice know message.,Roads,Low,9,85,False,17.42487545,78.48417157,Resolved,2026-05-29 08:52:51
C03819,Pothole on road,Pothole on road. Measure common other choose development right why.,Roads,Low,24,64,True,17.41224563,78.39836486,Closed,2025-08-22 08:52:51
C03820,Drain blockage,Drain blockage. Green pass stay president chance owner Mr blue foot present attorney.,Drainage,High,56,9,False,17.28449322,78.42222299,Pending,2026-03-10 08:52:51
C03821,Garbage not collected,Garbage not collected. Billion sister condition hour major food year shake people in.,Sanitation,High,77,71,False,17.42163432,78.39977404,Resolved,2025-10-28 08:52:51
C03822,Sewage overflow,Sewage overflow. Garden face sort race improve Congress structure five force bring quality.,Drainage,Low,23,20,False,17.4319366,78.3575738,Resolved,2025-08-20 08:52:51
C03823,Trash accumulation,Trash accumulation. Boy party PM trouble month head investment responsibility house executive.,Sanitation,Low,21,51,False,17.23939026,78.35885824,Closed,2026-02-28 08:52:51
C03824,Park maintenance issue,Park maintenance issue. Deal TV international over sell piece public color fill amount if itself.,Parks,Critical,86,25,False,17.45613756,78.5242815,Closed,2026-04-14 08:52:51
C03825,Park maintenance issue,Park maintenance issue. Professional piece that effort ever college perhaps compare whatever.,Parks,Medium,33,0,False,17.34503973,78.38392784,Assigned,2026-01-12 08:52:51
